customer_id,company_size,industry,region,signup_date,plan_type,contract_type,monthly_revenue,tenure_months,churned,cancel_date,avg_monthly_logins,avg_session_minutes,feature_usage_score,support_ticket_count,avg_resolution_hours
C00263,SMB,Healthcare,US,2022-01-22,Basic,Monthly,29,4,1,2022-05-22 00:00:00,3,8,23,4,41
C00264,Mid-Market,Finance,US,2023-07-15,Pro,Monthly,79,31,0,,22,32,71,1,9
C00265,Enterprise,Marketing,US,2023-01-25,Enterprise,Monthly,149,29,0,,18,15,82,2,12
C00266,Mid-Market,Healthcare,EU,2022-05-21,Pro,Monthly,79,6,0,,21,33,76,0,4
C00267,Enterprise,Tech,EU,2022-06-24,Enterprise,Monthly,149,21,0,,14,15,63,2,20
C00268,Mid-Market,Tech,US,2023-06-17,Pro,Monthly,79,19,0,,19,31,76,1,19
C00269,SMB,Tech,US,2023-05-11,Basic,Monthly,29,14,0,,18,21,80,0,21
C00270,SMB,Healthcare,APAC,2023-06-12,Basic,Monthly,29,11,0,,15,15,75,0,16
C00271,SMB,Tech,US,2022-09-20,Basic,Monthly,29,3,1,2022-12-19 00:00:00,5,8,17,3,59
C00272,SMB,Finance,US,2022-11-09,Basic,Annual,29,10,0,,24,24,85,0,8
C00273,Enterprise,Marketing,US,2023-02-02,Enterprise,Monthly,149,25,0,,15,31,51,1,23
C00274,SMB,Finance,APAC,2023-01-13,Basic,Monthly,29,1,1,2023-02-12 00:00:00,5,11,26,6,35
C00275,SMB,Retail,US,2022-06-24,Basic,Annual,29,34,1,2025-04-09 00:00:00,6,5,10,4,30
C00276,SMB,Healthcare,US,2023-07-09,Basic,Monthly,29,13,0,,24,33,48,2,11
C00277,Mid-Market,Tech,US,2022-02-14,Pro,Monthly,79,4,0,,22,23,68,1,5
C00278,SMB,Healthcare,US,2022-08-06,Basic,Monthly,29,9,1,2023-05-03 00:00:00,5,6,20,6,45
C00279,SMB,Finance,EU,2022-07-18,Basic,Monthly,29,26,0,,20,27,58,2,16
C00280,Mid-Market,Healthcare,US,2023-02-16,Pro,Monthly,79,1,0,,13,20,63,1,18
C00281,SMB,Marketing,EU,2022-01-05,Basic,Monthly,29,11,1,2022-12-01 00:00:00,2,6,15,5,57
C00282,SMB,Retail,APAC,2023-07-12,Basic,Monthly,29,22,0,,23,24,85,0,6
C00283,SMB,Retail,US,2023-05-08,Basic,Monthly,29,33,1,2026-01-22 00:00:00,4,9,27,5,54
C00284,SMB,Tech,US,2022-09-09,Basic,Annual,29,26,0,,21,25,76,0,21
C00285,SMB,Marketing,APAC,2022-09-17,Basic,Annual,29,29,0,,11,31,82,2,19
C00286,Enterprise,Retail,APAC,2023-04-23,Enterprise,Annual,149,30,0,,16,31,59,1,15
C00287,SMB,Marketing,EU,2023-05-27,Basic,Monthly,29,21,1,2025-02-15 00:00:00,5,6,17,5,45
C00288,SMB,Tech,US,2023-10-15,Basic,Monthly,29,9,1,2024-07-11 00:00:00,4,6,28,3,55
C00289,SMB,Tech,EU,2023-02-08,Basic,Annual,29,35,1,2025-12-24 00:00:00,4,6,23,3,41
C00290,Enterprise,Retail,EU,2022-04-01,Enterprise,Monthly,149,1,0,,19,27,59,2,13
C00291,Mid-Market,Tech,US,2022-07-12,Pro,Monthly,79,34,0,,18,18,44,2,22
C00292,SMB,Healthcare,EU,2023-02-07,Basic,Monthly,29,7,0,,16,22,44,0,17
C00293,Mid-Market,Marketing,APAC,2023-09-20,Pro,Monthly,79,8,0,,12,30,78,1,17
C00294,SMB,Healthcare,US,2023-02-25,Basic,Monthly,29,24,0,,24,18,73,0,13
C00295,Mid-Market,Marketing,APAC,2023-04-16,Pro,Monthly,79,23,0,,24,23,45,0,13
C00296,SMB,Retail,US,2023-05-30,Basic,Annual,29,22,0,,21,26,77,2,7
C00297,Mid-Market,Retail,EU,2022-11-02,Pro,Annual,79,25,0,,12,28,87,2,18
C00298,Mid-Market,Retail,US,2022-09-29,Pro,Monthly,79,31,0,,20,16,48,0,14
C00299,Mid-Market,Tech,US,2023-07-14,Pro,Monthly,79,25,1,2025-08-02 00:00:00,6,10,26,3,48
C00300,SMB,Tech,APAC,2022-03-29,Basic,Monthly,29,15,0,,20,20,40,2,10
C00301,Enterprise,Tech,US,2023-11-12,Enterprise,Monthly,149,13,0,,13,34,42,0,20
C00302,Mid-Market,Retail,APAC,2022-03-06,Pro,Monthly,79,26,1,2024-04-24 00:00:00,5,6,26,5,66
C00303,Mid-Market,Marketing,EU,2023-11-05,Pro,Monthly,79,4,0,,22,33,45,0,4
C00304,Enterprise,Finance,US,2023-03-29,Enterprise,Annual,149,6,0,,23,17,58,2,14
C00305,Enterprise,Healthcare,EU,2023-03-04,Enterprise,Monthly,149,22,0,,14,22,46,1,6
C00306,Enterprise,Finance,EU,2023-05-15,Enterprise,Monthly,149,33,0,,23,25,44,2,15
C00307,Mid-Market,Tech,US,2022-03-10,Pro,Monthly,79,33,0,,18,33,61,0,5
C00308,SMB,Healthcare,APAC,2022-03-25,Basic,Monthly,29,15,1,2023-06-18 00:00:00,4,10,29,7,47
C00309,SMB,Marketing,APAC,2023-01-27,Basic,Monthly,29,29,0,,11,20,44,1,12
C00310,Mid-Market,Marketing,EU,2023-11-20,Pro,Monthly,79,3,0,,18,17,55,1,13
C00311,Mid-Market,Marketing,EU,2022-10-22,Pro,Monthly,79,20,0,,15,34,83,2,23
C00312,SMB,Marketing,US,2022-05-14,Basic,Monthly,29,10,0,,15,23,75,2,5
C00313,Enterprise,Tech,US,2022-09-23,Enterprise,Monthly,149,22,0,,14,18,73,1,16
C00314,SMB,Tech,US,2022-01-07,Basic,Monthly,29,19,0,,13,23,84,1,13
C00315,Mid-Market,Tech,US,2022-02-23,Pro,Monthly,79,21,0,,21,29,54,0,12
C00316,SMB,Finance,EU,2022-02-12,Basic,Monthly,29,20,1,2023-10-05 00:00:00,2,9,24,6,70
C00317,SMB,Tech,US,2022-03-10,Basic,Monthly,29,34,1,2024-12-24 00:00:00,6,6,12,4,56
C00318,Mid-Market,Marketing,US,2023-05-18,Pro,Annual,79,19,0,,24,27,85,2,13
C00319,SMB,Finance,US,2023-11-22,Basic,Annual,29,17,0,,15,25,64,2,20
C00320,Enterprise,Tech,APAC,2023-10-11,Enterprise,Monthly,149,21,0,,19,25,77,1,11
C00321,SMB,Healthcare,US,2022-12-01,Basic,Monthly,29,34,0,,20,27,43,1,10
C00322,SMB,Healthcare,US,2022-05-09,Basic,Annual,29,14,1,2023-07-03 00:00:00,2,5,15,7,71
C00323,SMB,Tech,US,2022-01-21,Basic,Annual,29,3,0,,13,33,74,0,4
C00324,SMB,Healthcare,US,2023-06-19,Basic,Monthly,29,24,0,,16,28,71,2,8
C00325,SMB,Marketing,US,2022-11-10,Basic,Annual,29,33,1,2025-07-27 00:00:00,6,5,15,5,68
C00326,SMB,Tech,APAC,2023-03-02,Basic,Annual,29,12,0,,12,23,68,2,8
C00327,SMB,Healthcare,US,2022-02-14,Basic,Monthly,29,21,0,,15,26,57,1,4
C00328,SMB,Finance,EU,2023-05-14,Basic,Monthly,29,10,0,,12,18,73,0,13
C00329,Mid-Market,Finance,US,2023-01-17,Pro,Annual,79,8,0,,18,29,72,1,4
C00330,SMB,Marketing,US,2023-03-25,Basic,Monthly,29,34,0,,15,15,73,0,19
C00331,Enterprise,Tech,US,2022-11-13,Enterprise,Monthly,149,24,0,,16,27,44,1,20
C00332,Mid-Market,Marketing,US,2022-07-12,Pro,Monthly,79,17,0,,20,17,54,0,14
C00333,Mid-Market,Healthcare,APAC,2023-10-30,Pro,Monthly,79,1,0,,15,30,80,2,15
C00334,SMB,Tech,US,2023-02-17,Basic,Monthly,29,2,0,,24,17,50,0,17
C00335,SMB,Marketing,APAC,2023-07-14,Basic,Monthly,29,8,0,,21,29,79,2,23
C00336,Mid-Market,Retail,US,2022-11-29,Pro,Annual,79,15,0,,22,24,68,2,22
C00337,SMB,Finance,EU,2023-10-06,Basic,Monthly,29,11,0,,20,25,41,1,20
C00338,SMB,Healthcare,US,2023-05-19,Basic,Monthly,29,25,0,,18,19,87,0,10
C00339,Mid-Market,Healthcare,US,2023-04-30,Pro,Monthly,79,29,0,,21,23,67,1,20
C00340,SMB,Finance,US,2023-05-05,Basic,Monthly,29,22,0,,21,24,52,2,19
C00341,SMB,Finance,US,2022-08-25,Basic,Monthly,29,30,0,,19,26,50,2,19
C00342,SMB,Marketing,US,2023-01-06,Basic,Annual,29,18,0,,10,20,86,2,9
C00343,Mid-Market,Retail,US,2023-11-16,Pro,Annual,79,21,0,,22,18,46,1,13
C00344,Mid-Market,Healthcare,US,2022-12-06,Pro,Annual,79,20,0,,21,22,40,0,9
C00345,SMB,Finance,APAC,2022-04-30,Basic,Annual,29,6,0,,23,22,68,2,11
C00346,Mid-Market,Marketing,APAC,2022-11-27,Pro,Annual,79,27,0,,20,24,42,0,6
C00347,SMB,Retail,US,2023-04-04,Basic,Monthly,29,11,1,2024-02-28 00:00:00,5,9,12,4,55
C00348,SMB,Finance,US,2023-05-30,Basic,Monthly,29,21,0,,12,18,68,2,22
C00349,SMB,Marketing,US,2023-10-27,Basic,Monthly,29,19,0,,20,28,73,2,8
C00350,Mid-Market,Retail,APAC,2023-07-16,Pro,Monthly,79,20,0,,23,25,71,2,21
C00351,SMB,Marketing,US,2022-03-16,Basic,Monthly,29,5,1,2022-08-13 00:00:00,4,11,18,4,45
C00352,SMB,Healthcare,US,2023-09-08,Basic,Annual,29,22,0,,10,28,53,1,23
C00353,Mid-Market,Tech,EU,2022-02-12,Pro,Monthly,79,20,0,,12,27,52,1,8
C00354,Mid-Market,Marketing,APAC,2023-06-22,Pro,Annual,79,22,0,,22,22,65,1,20
C00355,Mid-Market,Healthcare,US,2023-06-03,Pro,Monthly,79,27,0,,17,23,74,2,23
C00356,SMB,Tech,EU,2023-09-23,Basic,Monthly,29,15,0,,23,28,59,2,15
C00357,Mid-Market,Marketing,APAC,2023-05-09,Pro,Monthly,79,7,0,,11,34,89,1,13
C00358,SMB,Retail,US,2023-09-30,Basic,Monthly,29,8,0,,17,22,50,1,11
C00359,SMB,Healthcare,APAC,2023-06-24,Basic,Monthly,29,13,1,2024-07-18 00:00:00,6,6,13,4,61
C00360,Enterprise,Marketing,APAC,2022-01-11,Enterprise,Monthly,149,32,0,,15,24,79,1,6
C00361,SMB,Healthcare,US,2022-05-25,Basic,Monthly,29,31,1,2024-12-10 00:00:00,2,11,19,7,57
C00362,SMB,Retail,US,2023-06-14,Basic,Monthly,29,17,0,,24,29,78,0,20
C00363,Mid-Market,Healthcare,US,2022-03-23,Pro,Monthly,79,9,0,,21,20,58,2,6
C00364,Mid-Market,Healthcare,US,2022-08-12,Pro,Monthly,79,13,0,,10,19,45,2,16
C00365,SMB,Marketing,APAC,2022-11-06,Basic,Monthly,29,8,0,,20,20,77,0,6
C00366,SMB,Retail,US,2023-02-10,Basic,Monthly,29,8,0,,23,20,53,2,13
C00367,SMB,Finance,US,2022-12-15,Basic,Annual,29,25,1,2025-01-03 00:00:00,7,9,29,6,36
C00368,Mid-Market,Marketing,EU,2022-10-03,Pro,Monthly,79,17,1,2024-02-25 00:00:00,2,5,24,7,40
C00369,SMB,Marketing,APAC,2022-10-06,Basic,Monthly,29,8,0,,24,27,78,0,20
C00370,Mid-Market,Retail,US,2022-01-02,Pro,Annual,79,17,0,,22,32,68,1,21
C00371,SMB,Retail,EU,2023-09-16,Basic,Monthly,29,19,0,,18,34,49,2,23
C00372,SMB,Tech,US,2023-11-25,Basic,Annual,29,35,0,,18,29,51,0,16
C00373,SMB,Tech,US,2023-10-29,Basic,Monthly,29,1,0,,19,33,50,2,14
C00374,Mid-Market,Tech,US,2023-02-28,Pro,Annual,79,6,0,,15,19,84,2,11
C00375,Mid-Market,Finance,US,2022-05-29,Pro,Annual,79,19,0,,20,31,45,2,9
C00376,SMB,Retail,APAC,2023-08-03,Basic,Monthly,29,13,1,2024-08-27 00:00:00,2,5,13,6,69
C00377,Mid-Market,Healthcare,US,2023-11-27,Pro,Monthly,79,1,1,2023-12-27 00:00:00,2,11,21,4,27
C00378,SMB,Finance,US,2022-07-03,Basic,Monthly,29,24,1,2024-06-22 00:00:00,6,5,11,5,47
C00379,SMB,Marketing,APAC,2022-12-26,Basic,Monthly,29,3,1,2023-03-26 00:00:00,4,6,25,3,38
C00380,SMB,Tech,EU,2022-10-09,Basic,Annual,29,23,0,,13,26,62,2,19
C00381,Mid-Market,Tech,US,2023-08-01,Pro,Monthly,79,21,0,,10,34,61,0,4
C00382,SMB,Retail,US,2022-09-07,Basic,Monthly,29,15,0,,14,19,45,0,14
C00383,SMB,Healthcare,EU,2023-10-23,Basic,Annual,29,22,0,,12,22,89,1,23
C00384,SMB,Finance,APAC,2022-01-05,Basic,Monthly,29,29,1,2024-05-24 00:00:00,4,6,10,6,53
C00385,Enterprise,Healthcare,US,2023-08-25,Enterprise,Annual,149,8,0,,22,23,78,2,18
C00386,SMB,Healthcare,US,2023-03-15,Basic,Monthly,29,1,1,2023-04-14 00:00:00,3,10,19,7,38
C00387,Mid-Market,Finance,US,2022-01-08,Pro,Monthly,79,17,0,,19,27,56,1,20
C00388,SMB,Retail,APAC,2023-01-01,Basic,Monthly,29,8,0,,15,27,88,2,6
C00389,SMB,Retail,APAC,2023-02-11,Basic,Monthly,29,26,0,,19,34,45,1,21
C00390,Enterprise,Tech,APAC,2023-04-07,Enterprise,Monthly,149,15,0,,20,29,83,2,20
C00391,Mid-Market,Healthcare,EU,2022-05-02,Pro,Annual,79,24,0,,10,21,82,1,4
C00392,SMB,Healthcare,US,2022-05-08,Basic,Monthly,29,15,0,,13,22,55,1,7
C00393,SMB,Healthcare,US,2022-07-13,Basic,Monthly,29,8,0,,20,23,78,0,5
C00394,Enterprise,Healthcare,APAC,2022-05-05,Enterprise,Monthly,149,35,0,,15,32,89,0,10
C00395,Mid-Market,Finance,APAC,2023-10-25,Pro,Annual,79,6,0,,22,28,83,0,9
C00396,SMB,Marketing,US,2023-08-31,Basic,Monthly,29,10,0,,17,17,81,2,14
C00397,Enterprise,Healthcare,US,2023-02-20,Enterprise,Monthly,149,6,0,,10,34,61,2,14
C00398,SMB,Marketing,US,2022-11-12,Basic,Monthly,29,14,0,,10,23,48,2,13
C00399,Mid-Market,Retail,US,2022-09-13,Pro,Annual,79,25,1,2024-10-02 00:00:00,6,11,19,4,69
C00400,SMB,Tech,US,2022-12-21,Basic,Monthly,29,34,1,2025-10-06 00:00:00,4,7,22,3,25
C00401,Enterprise,Marketing,APAC,2022-11-27,Enterprise,Monthly,149,18,0,,20,30,45,0,15
C00402,SMB,Marketing,EU,2022-11-29,Basic,Monthly,29,2,1,2023-01-28 00:00:00,4,7,24,6,35
C00403,SMB,Finance,APAC,2022-09-10,Basic,Monthly,29,21,1,2024-06-01 00:00:00,3,8,24,6,60
C00404,SMB,Marketing,EU,2022-06-29,Basic,Monthly,29,29,1,2024-11-15 00:00:00,5,11,23,6,42
C00405,SMB,Retail,APAC,2022-01-27,Basic,Annual,29,29,1,2024-06-15 00:00:00,7,11,13,4,45
C00406,SMB,Marketing,US,2022-01-30,Basic,Monthly,29,23,0,,20,18,61,2,7
C00407,SMB,Finance,US,2023-08-05,Basic,Annual,29,15,0,,18,18,89,1,8
C00408,SMB,Finance,US,2022-10-27,Basic,Monthly,29,9,1,2023-07-24 00:00:00,5,7,19,5,44
C00409,Enterprise,Finance,APAC,2022-10-15,Enterprise,Monthly,149,10,0,,21,31,71,1,10
C00410,Enterprise,Finance,US,2022-12-07,Enterprise,Annual,149,26,0,,21,31,72,2,4
C00411,Mid-Market,Retail,EU,2023-01-21,Pro,Monthly,79,4,1,2023-05-21 00:00:00,3,7,17,4,66
C00412,Enterprise,Finance,US,2023-05-05,Enterprise,Annual,149,2,0,,11,34,77,0,13
C00413,Mid-Market,Tech,EU,2022-12-27,Pro,Monthly,79,16,0,,18,34,89,2,12
C00414,Enterprise,Marketing,EU,2022-01-12,Enterprise,Monthly,149,12,1,2023-01-07 00:00:00,3,5,11,6,62
C00415,Mid-Market,Tech,EU,2023-11-07,Pro,Monthly,79,27,0,,18,28,41,0,18
C00416,Enterprise,Healthcare,US,2022-10-07,Enterprise,Monthly,149,14,0,,17,28,73,1,15
C00417,SMB,Healthcare,APAC,2022-01-22,Basic,Monthly,29,16,0,,17,15,84,1,9
C00418,SMB,Retail,US,2023-11-30,Basic,Annual,29,21,0,,23,21,70,1,9
C00419,Mid-Market,Tech,EU,2022-05-22,Pro,Monthly,79,32,0,,10,23,86,1,8
C00420,SMB,Healthcare,EU,2022-07-25,Basic,Monthly,29,33,1,2025-04-10 00:00:00,4,5,28,7,43
C00421,SMB,Tech,EU,2023-05-26,Basic,Monthly,29,22,0,,14,22,40,2,14
C00422,Mid-Market,Finance,US,2023-06-12,Pro,Annual,79,3,0,,19,29,40,0,5
C00423,Mid-Market,Retail,EU,2023-11-04,Pro,Monthly,79,35,0,,21,26,59,0,23
C00424,Mid-Market,Healthcare,US,2022-04-12,Pro,Monthly,79,13,0,,18,34,86,0,16
C00425,Mid-Market,Finance,US,2022-07-19,Pro,Annual,79,26,0,,22,23,59,2,19
C00426,SMB,Healthcare,US,2023-03-15,Basic,Monthly,29,26,1,2025-05-03 00:00:00,4,10,11,5,42
C00427,Mid-Market,Healthcare,US,2022-08-08,Pro,Annual,79,8,0,,15,29,46,2,10
C00428,SMB,Tech,EU,2023-10-14,Basic,Monthly,29,24,0,,22,34,43,2,20
C00429,Mid-Market,Marketing,US,2023-03-14,Pro,Monthly,79,23,0,,20,29,65,0,22
C00430,SMB,Finance,EU,2022-09-30,Basic,Monthly,29,30,0,,22,29,85,0,22
C00431,SMB,Finance,EU,2023-07-30,Basic,Monthly,29,23,0,,16,31,57,0,12
C00432,SMB,Tech,EU,2023-01-16,Basic,Monthly,29,27,1,2025-04-05 00:00:00,2,8,11,6,40
C00433,Mid-Market,Marketing,US,2022-03-12,Pro,Monthly,79,9,1,2022-12-07 00:00:00,6,7,13,4,66
C00434,SMB,Tech,US,2023-05-23,Basic,Annual,29,35,1,2026-04-07 00:00:00,4,11,13,7,40
C00435,SMB,Marketing,US,2023-05-04,Basic,Annual,29,30,1,2025-10-20 00:00:00,3,8,21,6,41
C00436,SMB,Retail,US,2023-03-18,Basic,Annual,29,26,1,2025-05-06 00:00:00,7,8,17,5,60
C00437,SMB,Retail,US,2022-02-02,Basic,Monthly,29,12,0,,20,21,48,1,15
C00438,Mid-Market,Tech,EU,2022-04-27,Pro,Monthly,79,18,0,,20,32,83,1,8
C00439,Enterprise,Healthcare,US,2023-01-13,Enterprise,Monthly,149,18,0,,11,16,83,2,9
C00440,SMB,Tech,US,2022-05-24,Basic,Annual,29,28,0,,12,31,48,1,16
C00441,Mid-Market,Retail,EU,2023-07-08,Pro,Monthly,79,10,0,,19,29,46,0,18
C00442,SMB,Marketing,US,2022-02-04,Basic,Monthly,29,13,0,,12,22,47,2,23
C00443,SMB,Finance,US,2023-07-11,Basic,Monthly,29,16,0,,18,28,52,0,10
C00444,SMB,Marketing,US,2023-02-12,Basic,Monthly,29,1,1,2023-03-14 00:00:00,7,5,27,6,48
C00445,SMB,Marketing,EU,2023-02-24,Basic,Monthly,29,6,0,,20,32,52,2,17
C00446,SMB,Finance,US,2023-03-17,Basic,Monthly,29,27,0,,18,22,71,0,7
C00447,SMB,Marketing,US,2023-06-02,Basic,Annual,29,30,0,,14,34,57,2,21
C00448,Mid-Market,Retail,US,2023-08-11,Pro,Monthly,79,11,0,,16,28,53,1,16
C00449,SMB,Tech,EU,2023-10-25,Basic,Monthly,29,19,1,2025-05-17 00:00:00,5,8,10,5,51
C00450,Mid-Market,Retail,US,2022-02-06,Pro,Monthly,79,34,0,,17,30,77,0,19
C00451,Mid-Market,Finance,US,2023-07-12,Pro,Monthly,79,22,0,,17,23,40,1,22
C00452,Mid-Market,Finance,EU,2022-12-18,Pro,Monthly,79,18,0,,10,21,62,2,16
C00453,SMB,Finance,APAC,2023-03-11,Basic,Monthly,29,20,0,,20,23,84,0,11
C00454,Mid-Market,Retail,US,2023-10-22,Pro,Monthly,79,28,0,,18,16,64,1,21
C00455,SMB,Finance,US,2023-07-04,Basic,Monthly,29,11,0,,17,17,74,0,22
C00456,Mid-Market,Tech,US,2022-12-10,Pro,Monthly,79,1,0,,22,31,82,1,19
C00457,SMB,Finance,APAC,2022-01-25,Basic,Annual,29,9,0,,12,15,73,2,21
C00458,SMB,Retail,EU,2022-01-21,Basic,Monthly,29,32,0,,20,21,70,1,13
C00459,SMB,Healthcare,EU,2023-08-23,Basic,Monthly,29,9,0,,13,22,48,0,12
C00460,SMB,Tech,US,2023-09-03,Basic,Monthly,29,5,0,,13,29,57,2,5
C00461,Mid-Market,Healthcare,APAC,2022-11-26,Pro,Monthly,79,8,0,,24,28,48,1,14
C00462,SMB,Retail,US,2022-06-13,Basic,Monthly,29,12,0,,21,23,46,1,10
C00463,Enterprise,Retail,APAC,2022-07-25,Enterprise,Monthly,149,5,0,,18,32,59,2,20
C00464,SMB,Tech,EU,2022-04-16,Basic,Annual,29,3,1,2022-07-15 00:00:00,3,7,29,7,42
C00465,SMB,Healthcare,US,2023-01-02,Basic,Annual,29,24,0,,24,26,74,2,17
C00466,SMB,Healthcare,US,2023-04-12,Basic,Annual,29,16,0,,17,33,47,1,19
C00467,Mid-Market,Marketing,US,2022-06-22,Pro,Annual,79,27,0,,13,20,63,1,9
C00468,Mid-Market,Tech,US,2023-11-17,Pro,Monthly,79,26,0,,23,16,67,2,14
C00469,Enterprise,Finance,APAC,2022-01-21,Enterprise,Monthly,149,30,0,,12,34,87,1,10
C00470,SMB,Tech,EU,2022-07-19,Basic,Monthly,29,4,0,,12,27,79,2,4
C00471,SMB,Healthcare,US,2022-05-03,Basic,Annual,29,33,1,2025-01-17 00:00:00,5,9,18,5,40
C00472,SMB,Retail,APAC,2022-01-03,Basic,Annual,29,35,0,,24,30,70,2,20
C00473,SMB,Healthcare,US,2022-02-19,Basic,Monthly,29,15,1,2023-05-15 00:00:00,4,11,27,6,31
C00474,Mid-Market,Retail,US,2023-05-03,Pro,Monthly,79,32,0,,13,31,52,0,5
C00475,SMB,Healthcare,US,2022-12-15,Basic,Monthly,29,7,0,,24,20,53,2,5
C00476,SMB,Tech,EU,2022-04-03,Basic,Monthly,29,22,1,2024-01-23 00:00:00,3,6,26,5,40
C00477,SMB,Marketing,APAC,2023-04-27,Basic,Annual,29,17,0,,14,19,59,2,12
C00478,SMB,Tech,US,2023-11-28,Basic,Monthly,29,22,0,,15,16,68,1,17
C00479,Enterprise,Tech,US,2023-05-28,Enterprise,Monthly,149,4,0,,20,25,71,0,13
C00480,SMB,Healthcare,APAC,2022-11-14,Basic,Monthly,29,23,0,,17,31,52,1,16
C00481,Mid-Market,Finance,EU,2023-03-02,Pro,Annual,79,18,0,,12,16,43,2,10
C00482,SMB,Marketing,EU,2023-08-05,Basic,Monthly,29,1,0,,10,34,89,2,17
C00483,Enterprise,Healthcare,APAC,2023-11-27,Enterprise,Annual,149,20,0,,15,22,40,1,20
C00484,SMB,Finance,US,2023-11-28,Basic,Monthly,29,35,0,,22,25,59,1,22
C00485,SMB,Marketing,APAC,2022-06-07,Basic,Monthly,29,17,1,2023-10-30 00:00:00,2,11,23,5,42
C00486,SMB,Marketing,APAC,2023-04-22,Basic,Monthly,29,1,0,,20,30,83,2,11
C00487,SMB,Healthcare,EU,2023-08-09,Basic,Monthly,29,17,0,,16,21,83,0,10
C00488,SMB,Marketing,US,2023-03-28,Basic,Annual,29,16,1,2024-07-20 00:00:00,4,6,19,4,40
C00489,SMB,Tech,EU,2023-03-14,Basic,Monthly,29,6,0,,15,27,72,2,16
C00490,Enterprise,Healthcare,APAC,2022-04-07,Enterprise,Monthly,149,27,0,,22,16,72,2,9
C00491,SMB,Retail,US,2022-03-20,Basic,Monthly,29,29,1,2024-08-06 00:00:00,2,5,16,5,55
C00492,Mid-Market,Finance,US,2022-01-01,Pro,Monthly,79,32,0,,19,21,65,1,7
C00493,SMB,Healthcare,US,2022-03-15,Basic,Annual,29,12,0,,18,29,66,0,17
C00494,SMB,Marketing,US,2022-10-19,Basic,Monthly,29,13,1,2023-11-13 00:00:00,5,10,10,5,33
C00495,Mid-Market,Finance,US,2022-02-10,Pro,Monthly,79,33,1,2024-10-27 00:00:00,6,5,11,3,47
C00496,SMB,Tech,US,2023-01-03,Basic,Monthly,29,11,1,2023-11-29 00:00:00,3,11,19,7,40
C00497,SMB,Healthcare,APAC,2022-03-23,Basic,Monthly,29,14,0,,24,18,57,2,23
C00498,SMB,Finance,US,2022-07-24,Basic,Monthly,29,15,1,2023-10-17 00:00:00,4,6,29,4,48
C00499,Mid-Market,Healthcare,EU,2023-04-25,Pro,Monthly,79,2,0,,12,31,83,0,15
C00500,Mid-Market,Finance,US,2023-07-21,Pro,Annual,79,8,0,,14,21,85,1,7
C00501,Mid-Market,Retail,EU,2022-05-09,Pro,Monthly,79,10,1,2023-03-05 00:00:00,3,9,16,6,29
C00502,Mid-Market,Tech,US,2023-10-28,Pro,Monthly,79,7,0,,18,27,59,2,6
C00503,Enterprise,Retail,US,2023-05-29,Enterprise,Monthly,149,30,0,,19,26,72,0,17
C00504,SMB,Marketing,EU,2023-10-23,Basic,Monthly,29,2,1,2023-12-22 00:00:00,6,11,26,6,25
C00505,SMB,Finance,APAC,2022-07-02,Basic,Annual,29,2,0,,23,30,58,1,15
C00506,Mid-Market,Retail,APAC,2022-10-05,Pro,Monthly,79,30,0,,17,21,71,2,9
C00507,SMB,Retail,US,2023-10-09,Basic,Annual,29,11,1,2024-09-03 00:00:00,4,6,14,7,60
C00508,SMB,Finance,US,2023-06-13,Basic,Monthly,29,8,1,2024-02-08 00:00:00,4,10,17,4,47
C00509,Mid-Market,Marketing,APAC,2022-12-30,Pro,Monthly,79,34,1,2025-10-15 00:00:00,3,5,26,5,54
C00510,SMB,Healthcare,US,2023-02-01,Basic,Annual,29,21,0,,13,32,44,2,5
C00511,SMB,Marketing,EU,2023-01-27,Basic,Monthly,29,11,0,,24,26,48,1,11
C00512,SMB,Healthcare,US,2023-06-06,Basic,Annual,29,8,0,,19,26,53,1,21
C00513,SMB,Retail,US,2023-04-23,Basic,Annual,29,24,0,,18,15,65,1,9
C00514,SMB,Healthcare,US,2023-01-10,Basic,Monthly,29,6,0,,11,20,63,2,13
C00515,Mid-Market,Retail,US,2022-02-26,Pro,Monthly,79,24,0,,11,34,71,1,13
C00516,SMB,Healthcare,US,2022-01-25,Basic,Monthly,29,34,0,,17,21,79,0,5
C00517,SMB,Tech,US,2023-08-19,Basic,Monthly,29,18,1,2025-02-09 00:00:00,6,10,21,7,33
C00518,SMB,Tech,APAC,2022-07-05,Basic,Monthly,29,33,0,,17,18,81,2,21
C00519,SMB,Finance,US,2022-09-08,Basic,Monthly,29,1,1,2022-10-08 00:00:00,3,9,17,4,71
C00520,Mid-Market,Retail,US,2022-09-16,Pro,Annual,79,12,0,,21,32,52,0,15
C00521,SMB,Retail,US,2022-03-29,Basic,Monthly,29,23,0,,21,23,71,2,8
C00522,SMB,Finance,APAC,2022-06-18,Basic,Monthly,29,15,1,2023-09-11 00:00:00,5,7,24,6,44
C00523,SMB,Healthcare,US,2022-01-26,Basic,Annual,29,23,1,2023-12-17 00:00:00,6,9,26,5,62
C00524,SMB,Finance,US,2022-07-08,Basic,Annual,29,16,0,,19,26,51,1,8
C00525,SMB,Tech,US,2023-06-08,Basic,Monthly,29,28,0,,14,16,85,1,16
C00526,SMB,Retail,EU,2023-08-13,Basic,Monthly,29,4,0,,16,23,47,0,22
C00527,SMB,Tech,US,2023-02-03,Basic,Monthly,29,19,1,2024-08-26 00:00:00,3,8,13,4,39
